valid_time,Wind_Speed_10m_Mean_24h,Dew_Point_Temperature_2m_Mean_24h,Temperature_Air_2m_Max_24h,Temperature_Air_2m_Mean_24h,Temperature_Air_2m_Min_24h,Cloud_Cover_Mean_24h,Derived_Relative_Humidity_2m_Max_24h,Derived_Relative_Humidity_2m_Min_24h,Precipitation_Flux,ReferenceET_PenmanMonteith_FAO56,Solar_Radiation_Flux,Vapour_Pressure_Mean_24h,Vapour_Pressure_Deficit_at_Maximum_Temperature,latitude,longitude
01-01-1979,3.057533,287.1781,299.87985,294.4872,289.29544,0.05376988,100,36.282654,0,4.17067,2.04E+07,16.242744,18.849495,14,77.6
02-01-1979,3.3626342,287.69653,299.67612,293.92877,288.13562,0.13144998,100,44.930626,0,4.094016,2.06E+07,16.671247,18.002874,14,77.6
03-01-1979,3.1226995,287.0918,299.60724,294.0756,288.2328,0.10030431,100,42.027077,0,4.094167,2.05E+07,16.106028,18.427717,14,77.6
04-01-1979,2.7018707,285.96634,299.97995,294.1151,287.44446,0.050942224,100,34.385433,0,4.1396704,2.09E+07,15.105668,20.1936,14,77.6
05-01-1979,2.735099,285.18057,300.5225,294.55978,287.70276,0.2630649,97.5156,30.309341,0,4.3012934,2.10E+07,14.392598,22.047413,14,77.6
06-01-1979,3.345677,285.11572,300.39297,294.25458,288.32996,0.23538582,96.46162,32.54707,0,4.5795326,2.09E+07,14.257423,21.907387,14,77.6
07-01-1979,3.0212007,285.80835,300.09033,294.3899,288.37985,0.16483755,95.33857,33.868793,0,4.356552,2.10E+07,14.8288,20.699993,14,77.6
08-01-1979,2.6112685,284.90872,300.27322,294.37732,288.37277,0.60399383,99.77874,31.274687,0,4.301329,2.09E+07,14.028301,21.883678,14,77.6
09-01-1979,2.663872,285.63834,300.40445,294.26685,287.54822,0.3424688,98.621544,35.83031,0,4.2314487,2.08E+07,14.632376,21.556738,14,77.6
10-01-1979,2.939453,284.72183,300.45248,294.01056,288.20718,0.048353482,94.24313,28.673004,0,4.489151,2.10E+07,13.882343,22.408684,14,77.6
11-01-1979,3.0345151,284.84348,299.95068,293.8386,287.6202,0.06152163,100,29.628054,0,4.448957,2.14E+07,14.064784,21.173836,14,77.6
12-01-1979,2.8767045,284.08466,300.37637,294.03015,287.61115,0.047547817,96.12501,28.01193,0,4.50902,2.14E+07,13.338208,22.791462,14,77.6
13-01-1979,2.9822874,284.09015,300.61548,294.44678,288.47394,0.056701627,95.746475,28.665113,0,4.639794,2.13E+07,13.378606,23.260094,14,77.6
14-01-1979,2.9843295,284.45093,301.52667,294.7717,288.77045,0.051253323,92.137344,26.521162,0,4.770861,2.13E+07,13.663524,24.972763,14,77.6
15-01-1979,3.268389,285.19064,301.23303,294.88828,288.88824,0.04927161,96.24916,27.79152,0,4.8019066,2.14E+07,14.323042,23.659403,14,77.6
16-01-1979,2.9426224,284.89444,301.4272,294.9768,289.03525,0.06870436,97.165276,27.76106,0,4.7271366,2.13E+07,14.049257,24.364412,14,77.6
17-01-1979,2.7536252,286.26773,301.5831,294.89862,288.58417,0.055587128,100,30.569609,0,4.5326934,2.14E+07,15.281693,23.481358,14,77.6
18-01-1979,2.7645218,287.8065,302.8553,296.4235,289.91815,0.21662392,98.85928,30.854458,0,4.6034217,2.08E+07,16.898804,24.819843,14,77.6
19-01-1979,2.490983,289.08926,302.62454,297.3369,291.4857,0.3833882,99.06841,35.941803,0.02,4.296974,1.94E+07,18.288332,22.880152,14,77.6
20-01-1979,2.259903,289.4468,301.59592,296.77856,291.5602,0.4567854,99.224625,41.1241,0.13,3.8190114,1.73E+07,18.642908,20.148993,14,77.6
21-01-1979,3.659535,287.47104,302.04852,296.3254,291.2813,0.20810904,91.21558,34.580074,0.01,5.04862,2.13E+07,16.493279,23.3292,14,77.6
22-01-1979,3.2180402,286.91333,300.93665,295.18784,289.4167,0.30292073,97.7572,31.663137,0,4.618685,2.13E+07,15.933034,21.399242,14,77.6
23-01-1979,3.71289,288.66882,301.6074,295.5576,289.4459,0.34205478,100,36.465633,0,4.604618,2.07E+07,17.75687,21.06086,14,77.6
24-01-1979,4.0604496,288.9504,301.63873,296.295,291.6769,0.41058105,93.54427,36.152298,0.04,4.5593677,1.75E+07,18.108015,20.780367,14,77.6
25-01-1979,3.924056,288.03067,301.72272,295.84183,290.15665,0.18674548,97.35588,35.817997,0.01,4.8637586,2.04E+07,17.048777,22.02947,14,77.6
26-01-1979,3.2178771,285.87064,302.40015,295.43552,289.60132,0.15482378,96.84263,26.26017,0.02,5.0599966,2.20E+07,15.015008,25.624485,14,77.6
27-01-1979,2.6816962,284.75427,303.73752,296.8834,290.09262,0.19593957,97.3177,22.063381,0,5.1088486,2.19E+07,14.044744,29.83691,14,77.6
28-01-1979,2.3664503,285.9063,303.81253,297.55518,290.81046,0.41923803,83.30453,29.296595,0,4.7668133,2.04E+07,14.870593,29.199375,14,77.6
29-01-1979,2.3878675,286.54544,303.24014,297.70197,291.45578,0.20311166,78.3257,34.402927,0,4.524548,1.87E+07,15.483909,27.166634,14,77.6
30-01-1979,2.3655355,287.44733,303.41766,297.88425,292.4137,0.4892492,73.86613,35.10167,0,4.7556086,2.06E+07,16.422188,26.664253,14,77.6
31-01-1979,2.4816391,287.42267,304.72446,299.0154,292.47006,0.4144583,79.16938,31.899883,0.06,5.035169,2.10E+07,16.370176,30.046091,14,77.6
01-02-1979,1.9559789,287.87527,304.2253,298.58096,292.87076,0.21658865,83.32799,33.32413,0,4.6728225,2.10E+07,16.87841,28.240513,14,77.6
02-02-1979,2.4491622,287.31433,305.2174,299.42148,292.40604,0.11528408,83.7998,29.178448,0,5.1990547,2.19E+07,16.28618,31.443007,14,77.6
03-02-1979,2.5656419,287.7971,304.16312,298.36838,293.58798,0.44078395,69.38726,33.22332,0.17,5.001456,2.05E+07,16.794415,28.165085,14,77.6
04-02-1979,3.6706934,288.20486,302.7905,297.22147,290.85352,0.18782471,89.85019,36.297726,0.04,5.037711,2.03E+07,17.232159,24.331387,14,77.6
05-02-1979,3.4274263,287.37695,303.53214,297.19016,290.66068,0.054238714,93.67107,31.736233,0,5.4165864,2.24E+07,16.340794,27.028801,14,77.6
06-02-1979,3.0806184,287.94568,303.94214,297.67242,290.47238,0.14391091,92.52326,30.74678,0,5.2146754,2.22E+07,16.991072,27.40594,14,77.6
07-02-1979,2.374815,287.62057,304.23422,298.4307,292.09375,0.31869325,93.89558,30.454098,0,4.9981184,2.18E+07,16.728067,28.413748,14,77.6
08-02-1979,2.8591442,288.4051,304.6905,299.25043,292.84778,0.26472878,83.89155,29.603489,0,5.116152,2.01E+07,17.46732,28.859638,14,77.6
09-02-1979,1.9846337,288.4174,304.69354,299.3035,293.51575,0.4289636,83.44397,28.230345,0.03,4.7219925,2.04E+07,17.512691,28.822277,14,77.6
10-02-1979,2.5304205,289.33942,303.16037,298.7097,293.4407,0.2439829,85.5668,34.863457,0.15,4.4291887,1.78E+07,18.543375,23.912542,14,77.6
11-02-1979,2.7415864,289.70148,302.47473,298.26593,293.4356,0.27310658,90.788895,39.895805,0.6,4.3362136,1.77E+07,18.977686,21.836973,14,77.6
12-02-1979,2.0774906,289.31607,302.77582,297.42838,292.7263,0.43247047,90.91347,37.337757,0.81,4.214692,1.84E+07,18.511387,23.017067,14,77.6
13-02-1979,1.9924101,288.8155,302.78787,297.55856,292.7438,0.39026982,88.523926,35.59431,0.46,4.2206135,1.84E+07,17.937637,23.619629,14,77.6
14-02-1979,2.8134022,288.6948,302.6237,298.14395,292.64615,0.5170435,84.80549,37.18947,0.44,4.5741854,1.83E+07,17.780548,23.38591,14,77.6
15-02-1979,2.4649277,288.36972,303.01468,298.18762,293.006,0.34662458,86.76884,35.429,0.09,4.5882764,1.85E+07,17.425138,24.677309,14,77.6
16-02-1979,2.1694326,288.1452,301.67267,297.60327,292.67017,0.41347802,84.767204,42.081104,0.79,4.148508,1.77E+07,17.171375,21.793629,14,77.6
17-02-1979,2.6836576,285.4064,303.78104,297.48755,290.81915,0.09230129,90.07035,24.701368,0,5.3600907,2.27E+07,14.450367,29.540455,14,77.6
18-02-1979,3.0210721,288.04138,305.01953,298.27194,290.45163,0.20622626,96.48389,23.134693,0,5.6154013,2.39E+07,17.296478,29.901844,14,77.6
19-02-1979,2.70416,290.7838,302.99185,297.84686,293.5117,0.5206309,84.350334,41.854935,0.91,4.1358566,1.60E+07,20.313898,21.733393,14,77.6
20-02-1979,2.6822038,289.35242,303.8437,298.36874,293.2846,0.41359884,87.68331,34.027164,0.01,4.96374,2.05E+07,18.62784,25.520563,14,77.6
21-02-1979,2.19696,288.44403,304.64832,299.36865,293.34546,0.13867737,94.36554,30.851946,0,5.1762166,2.27E+07,17.653309,28.56298,14,77.6
22-02-1979,2.322294,288.87323,305.82388,300.01242,293.96103,0.2860492,87.51369,27.439348,0.01,5.0499005,2.06E+07,18.111074,31.277567,14,77.6
23-02-1979,2.4262106,288.78955,305.80127,299.7561,293.70477,0.31264338,85.62125,30.23648,0.04,5.0179925,2.02E+07,18.023643,31.302223,14,77.6
24-02-1979,1.6046796,288.28345,304.4053,298.928,293.92163,0.3238192,89.145294,32.410763,0.5,4.408813,1.97E+07,17.464941,28.118128,14,77.6
25-02-1979,2.2977567,282.713,304.402,298.58728,292.5327,0.15709518,77.233345,20.716684,0,5.709356,2.47E+07,12.180844,33.39369,14,77.6
26-02-1979,2.7807949,287.32605,304.75934,299.19354,292.93085,0.25821173,85.31678,24.007555,0.03,5.3421865,2.05E+07,16.418026,30.090084,14,77.6
27-02-1979,2.5164864,285.593,303.78595,298.2696,292.7289,0.3027941,88.0997,25.522863,0.01,5.1964602,2.06E+07,14.695005,29.308142,14,77.6
28-02-1979,2.9995248,287.60117,303.00806,297.36853,292.22092,0.19062257,94.17213,30.503845,0.04,5.0891485,2.02E+07,16.677475,25.40895,14,77.6
01-03-1979,3.7140193,283.23764,304.05905,297.1873,291.9032,0.10099064,82.76077,18.38631,0,6.5598907,2.47E+07,12.585419,32.10843,14,77.6
02-03-1979,3.7232494,284.11945,302.80463,296.2841,288.38492,0.06676777,79.88328,25.26629,0,6.0616055,2.52E+07,13.227997,28.369316,14,77.6
03-03-1979,3.6697311,286.88196,303.47665,297.24658,289.87036,0.16788432,99.796745,29.535149,0,5.795625,2.39E+07,15.885033,27.347137,14,77.6
04-03-1979,3.1953838,286.0686,303.9792,297.59036,290.4406,0.051698457,95.78737,26.732204,0,5.9406033,2.51E+07,15.147323,29.343563,14,77.6
05-03-1979,2.813681,286.8466,305.27164,298.59763,290.53314,0.11002636,96.600174,19.603174,0,5.9220057,2.51E+07,15.961207,31.914371,14,77.6
06-03-1979,2.7496417,286.30026,306.16617,299.82462,292.69818,0.3567613,88.55349,21.811615,0,6.191688,2.52E+07,15.3747835,34.972355,14,77.6
07-03-1979,2.6221025,284.974,306.9924,300.7475,293.56546,0.23029648,80.07854,17.100178,0,6.255106,2.44E+07,14.193524,38.534122,14,77.6
08-03-1979,2.8000402,287.56552,305.67734,300.87564,294.5616,0.29714987,76.031746,27.009064,0,5.689944,2.10E+07,16.57334,32.409798,14,77.6
09-03-1979,3.10256,283.51053,306.28772,300.60065,295.60757,0.2092714,76.28155,17.82159,0,6.794883,2.50E+07,12.883608,37.807755,14,77.6
10-03-1979,2.133363,283.3162,306.44495,300.5787,293.79276,0.062836714,54.143917,20.153467,0,5.9384513,2.47E+07,12.528198,38.61148,14,77.6
11-03-1979,2.74265,280.19974,306.25513,299.3756,292.8408,0.047727134,75.689644,16.723856,0,6.610263,2.60E+07,10.681615,39.917255,14,77.6
12-03-1979,2.6470487,277.23416,306.6138,299.00687,289.88626,0.04546623,51.66022,10.607158,0,6.6582036,2.66E+07,8.169706,43.455254,14,77.6
13-03-1979,2.476136,280.39572,306.89023,299.66937,292.0558,0.045546778,64.077896,13.903633,0,6.501344,2.62E+07,10.268038,42.160034,14,77.6
14-03-1979,2.8115087,281.0809,307.21292,300.18915,292.07135,0.045855608,66.22276,14.784748,0,6.8039107,2.63E+07,10.768573,42.610695,14,77.6
15-03-1979,3.208715,282.09473,308.165,301.10477,293.6519,0.047917873,70.009384,13.810449,0,7.2945056,2.62E+07,11.708392,44.5651,14,77.6
16-03-1979,3.0605102,282.78546,308.4684,301.4204,293.6966,0.04624499,64.76176,15.534647,0,7.1858478,2.61E+07,12.073752,45.15021,14,77.6
17-03-1979,2.8277638,282.80685,308.5663,301.60266,293.35876,0.34806952,68.670334,14.317368,0,7.029387,2.64E+07,12.130737,45.40286,14,77.6
18-03-1979,2.8777862,281.588,308.68222,302.00266,294.54062,0.6250935,62.718994,13.808322,0,7.1871357,2.64E+07,11.120785,46.781273,14,77.6
19-03-1979,2.7190604,284.61652,308.51938,302.39328,295.14716,0.1500012,61.908695,18.183596,0,6.8927093,2.59E+07,13.69122,43.693745,14,77.6
20-03-1979,3.0952256,282.51813,309.11948,302.6058,295.7038,0.10468308,60.835827,14.1214485,0,7.471534,2.64E+07,11.890008,47.420574,14,77.6
21-03-1979,2.9361238,281.735,308.91165,302.18805,294.53232,0.064732715,66.65822,14.015085,0,7.300273,2.65E+07,11.392555,47.244904,14,77.6
22-03-1979,2.6074004,282.48734,308.61395,301.85684,294.645,0.06079893,55.1812,17.702827,0,6.915585,2.62E+07,11.999713,45.68507,14,77.6
23-03-1979,3.058877,282.45847,308.94565,301.73184,294.44504,0.06881697,70.497635,12.269771,0,7.4035025,2.67E+07,12.075179,46.67194,14,77.6
24-03-1979,2.7718606,281.5715,308.15338,301.45474,294.23856,0.062313445,65.784645,13.859119,0,7.0686464,2.67E+07,11.222318,45.015026,14,77.6
25-03-1979,2.5710518,282.77963,308.17267,301.67462,294.5823,0.47206688,63.251537,16.012564,0,6.850453,2.64E+07,12.037034,44.26028,14,77.6
26-03-1979,2.8525302,282.91852,308.4684,302.27145,295.43796,0.52895015,58.641743,16.623928,0,7.1585217,2.62E+07,12.135957,45.08801,14,77.6
27-03-1979,3.0515094,281.33078,308.96194,302.7746,295.66394,0.088977575,62.878674,13.061386,0,7.553186,2.69E+07,11.028624,47.771133,14,77.6
28-03-1979,2.8276172,283.6219,308.889,302.97562,296.2095,0.18012401,52.30227,18.106913,0,7.05967,2.50E+07,12.781618,45.782898,14,77.6
29-03-1979,2.7951403,281.13907,308.2969,302.19238,296.82507,0.30378017,47.104824,17.7469,0,7.1049485,2.50E+07,10.870349,45.814636,14,77.6
30-03-1979,2.6347482,281.03656,308.47574,301.36426,293.79352,0.10454646,59.794453,15.687453,0,7.022037,2.65E+07,10.867625,46.379436,14,77.6
31-03-1979,2.5160635,278.87228,308.87033,301.86526,294.86465,0.25822315,56.723217,12.937589,0,7.1082363,2.71E+07,9.22931,49.275116,14,77.6
01-04-1979,2.9254568,283.13788,308.78174,303.3976,296.486,0.1891491,65.98261,16.116493,0,7.210888,2.53E+07,12.548236,45.671806,14,77.6
02-04-1979,3.3437047,281.76816,309.8957,303.47885,296.354,0.11583245,59.768585,12.160765,0,8.023399,2.71E+07,11.279547,50.604652,14,77.6
03-04-1979,2.6257143,281.555,309.4541,303.22263,296.2945,0.17271574,53.563946,14.955977,0,7.235697,2.66E+07,11.128973,49.279472,14,77.6
04-04-1979,2.3088021,285.30212,308.49463,303.131,296.02008,0.46281672,77.92738,18.326756,0,6.5163794,2.50E+07,14.518388,42.788322,14,77.6
05-04-1979,2.2325761,285.9137,308.42172,303.09036,296.56766,0.21647117,72.83914,21.862577,0,6.499006,2.52E+07,15.0239,42.05289,14,77.6
06-04-1979,2.6209278,282.3648,309.8077,304.3977,297.4279,0.2758839,46.60845,15.581426,0,7.282844,2.61E+07,11.680334,49.90738,14,77.6
07-04-1979,3.4175458,280.94476,309.9955,304.00812,297.8013,0.117765985,53.17198,10.986423,0,8.1050005,2.60E+07,10.698105,51.524002,14,77.6
08-04-1979,3.372882,281.14853,309.87228,303.30923,295.07785,0.054140244,60.939606,10.561459,0,8.084023,2.75E+07,10.876759,50.92845,14,77.6
09-04-1979,3.0664904,280.5866,310.11636,303.1051,295.20212,0.054449074,60.15145,9.733475,0,7.866933,2.76E+07,10.471712,52.161606,14,77.6
10-04-1979,2.9481812,282.0329,309.80066,302.89575,295.71344,0.10704948,60.204247,13.126873,0,7.6260195,2.70E+07,11.476216,50.087784,14,77.6
11-04-1979,2.2617533,284.92746,308.1925,302.68436,295.663,0.44917348,66.31146,19.026949,0,6.2182555,2.29E+07,14.144033,42.215027,14,77.6
12-04-1979,2.185151,287.17285,308.70764,302.50833,296.00925,0.20309648,86.75345,19.345942,0,6.1498713,2.33E+07,16.383347,41.59978,14,77.6
13-04-1979,2.9101663,284.52908,308.85052,303.50833,297.41312,0.16999875,61.44815,16.391077,0,7.23818,2.50E+07,13.6866255,44.754093,14,77.6
14-04-1979,3.1074789,284.60208,309.46454,302.81882,295.7951,0.096950635,75.40754,11.639742,0,7.579476,2.68E+07,13.948445,46.494537,14,77.6
15-04-1979,2.05245,286.1087,308.4858,302.6147,296.67596,0.19237998,67.217415,20.654177,0,6.315812,2.50E+07,15.183965,42.094913,14,77.6
16-04-1979,2.7669442,288.98642,307.6509,301.34393,296.67538,0.2937651,75.43546,27.422192,0.25,6.447616,2.37E+07,18.262634,36.431602,14,77.6
17-04-1979,2.5009692,291.16138,307.12973,300.40125,295.79837,0.4494235,78.22753,32.877975,2.23,5.9557796,2.35E+07,20.954739,32.177887,14,77.6
18-04-1979,1.9723519,289.99277,308.28195,301.49295,295.2586,0.48917523,85.30105,23.358946,0.55,5.788731,2.33E+07,19.52896,37.109245,14,77.6
19-04-1979,1.7274185,286.73685,308.4374,302.6669,295.94012,0.39214292,85.24453,20.472168,0,5.8693624,2.40E+07,16.085287,41.040894,14,77.6
20-04-1979,2.1578531,287.9048,307.84528,303.20547,296.82755,0.318786,72.21356,25.61223,0.13,6.0059857,2.29E+07,17.029371,38.257355,14,77.6
21-04-1979,2.4073937,287.5554,308.03674,303.13263,297.40936,0.36051944,78.705315,22.408579,0.02,6.1840043,2.23E+07,16.792198,39.083614,14,77.6
22-04-1979,3.0570974,283.95294,309.30585,303.68057,297.14142,0.21953304,80.422005,17.187565,0,7.1452885,2.32E+07,13.546016,46.37387,14,77.6
23-04-1979,2.9926825,283.68723,309.803,304.46082,296.9939,0.24752094,78.2359,14.322579,0,7.4676642,2.53E+07,13.183739,48.388172,14,77.6
24-04-1979,2.811249,283.3836,310.16397,304.32443,297.54147,0.30783054,65.60834,13.936969,0,7.286323,2.45E+07,12.885314,49.910625,14,77.6
25-04-1979,3.0607896,283.37613,310.21155,304.0359,296.4017,0.15597722,59.538303,14.142021,0,7.653245,2.59E+07,12.722065,50.236755,14,77.6
26-04-1979,2.7320662,285.71753,308.90012,303.3089,296.84958,0.21114735,62.11809,20.175028,0,7.062855,2.55E+07,14.844684,43.755604,14,77.6
27-04-1979,2.3520293,285.23056,308.42618,303.23602,296.85608,0.21600765,63.48756,20.07977,0,6.5171075,2.41E+07,14.417723,42.673103,14,77.6
28-04-1979,2.5384455,287.34067,308.91306,303.35062,296.68585,0.23862779,83.67636,20.456213,0,6.552636,2.37E+07,16.678953,41.963036,14,77.6
29-04-1979,2.9146104,288.16794,308.92697,303.40906,297.7499,0.26322967,70.78,24.47616,0.05,6.816117,2.32E+07,17.476728,41.21012,14,77.6
30-04-1979,2.797592,289.43097,310.42218,303.57993,296.85028,0.24924521,83.55733,22.2259,0.2,7.0879097,2.53E+07,18.86093,44.82347,14,77.6
01-05-1979,2.2689748,288.34283,309.3445,303.6029,297.76938,0.35581008,66.92388,28.277897,0.07,6.5188317,2.45E+07,17.499832,42.547153,14,77.6
02-05-1979,2.7815332,289.3411,309.53595,303.46442,299.01263,0.620254,61.61375,26.98274,0.87,6.9339705,2.42E+07,18.676476,42.003178,14,77.6
03-05-1979,2.526079,287.68427,309.6398,304.30823,297.79132,0.8624268,79.113335,17.399626,0.02,6.590093,2.31E+07,17.07169,43.953606,14,77.6
04-05-1979,3.0929072,286.0462,309.6591,304.1416,298.78546,0.7779343,71.45795,16.872547,0,7.3319926,2.40E+07,15.474603,45.61507,14,77.6
05-05-1979,3.216575,284.6207,310.09332,303.9208,297.1946,0.39052185,65.35039,15.974148,0,7.775407,2.61E+07,13.823612,48.731102,14,77.6
06-05-1979,3.0032036,285.88596,310.3307,304.16464,297.50464,0.49366042,69.0312,20.795586,0,7.4206142,2.49E+07,15.059133,48.30921,14,77.6
07-05-1979,3.0334752,285.9421,309.7579,303.65115,297.54733,0.5559115,70.75716,18.046995,0,7.219325,2.38E+07,15.158887,46.26154,14,77.6
08-05-1979,2.4623992,286.32687,309.96063,303.8481,297.97516,0.32696605,58.573788,21.304531,0.07,6.928078,2.51E+07,15.4022255,46.70161,14,77.6
09-05-1979,2.8823133,283.76358,309.41348,303.25232,296.92346,0.8275168,57.260273,16.631073,0.01,7.3465576,2.56E+07,13.167535,47.10672,14,77.6
10-05-1979,3.047688,286.29056,309.4274,303.28055,296.6173,0.8992305,72.22687,20.94296,0.01,6.8099947,2.14E+07,15.499254,44.82097,14,77.6
11-05-1979,3.8653474,291.77435,305.0512,300.5171,296.07556,0.9264021,81.90831,40.320343,19.84,4.6729097,1.09E+07,21.795204,25.487774,14,77.6
12-05-1979,6.6730895,292.0115,304.54364,298.39844,296.24515,0.9269795,88.39406,41.89913,2.19,5.0177307,8.33E+06,22.10749,23.835094,14,77.6
13-05-1979,6.7437778,289.47516,301.68567,297.59433,294.57983,0.92647207,87.39951,46.60284,3.67,5.839575,1.72E+07,18.796623,20.19777,14,77.6
14-05-1979,4.047516,288.63297,304.03738,298.8694,294.11963,0.8517108,83.19039,35.13854,0.19,5.3968925,1.60E+07,17.82944,26.809267,14,77.6
15-05-1979,2.4996793,287.271,305.02237,299.47882,295.49435,0.51393956,77.19879,24.994932,0,5.551604,2.05E+07,16.422974,30.782944,14,77.6
16-05-1979,2.0443313,285.31796,307.25357,300.60593,293.43036,0.2538888,69.04619,19.826849,0,6.3290973,2.69E+07,14.405792,39.094353,14,77.6
17-05-1979,2.4743903,282.93018,308.22058,301.45914,294.83224,0.25446618,71.451,15.776082,0,7.015567,2.76E+07,12.334,44.11255,14,77.6
18-05-1979,2.5450785,280.94144,309.25052,302.72482,295.4322,0.07605889,56.096695,14.53435,0,7.273712,2.76E+07,10.646048,49.0924,14,77.6
19-05-1979,3.2171142,283.8136,308.83057,301.99567,294.65036,0.15886782,69.70898,18.978064,0,7.6649165,2.75E+07,13.009754,45.366863,14,77.6
20-05-1979,3.8769627,286.7685,308.6454,302.652,296.31046,0.60121155,70.20946,21.715044,0,7.651075,2.46E+07,15.890105,41.894623,14,77.6
21-05-1979,3.8967135,286.9956,308.956,302.62396,296.29883,0.3885008,70.22199,20.549786,0,7.6782265,2.45E+07,16.174671,42.60583,14,77.6
22-05-1979,3.8621945,285.9623,308.42145,302.18344,296.35513,0.10901726,82.69312,20.28805,0,7.9582257,2.70E+07,15.235211,41.840694,14,77.6
23-05-1979,3.134974,286.25528,308.64987,302.31476,295.3649,0.13245372,70.63182,21.414297,0,7.2319107,2.57E+07,15.36612,42.432896,14,77.6
24-05-1979,1.9217584,286.20758,308.9066,302.83774,296.63333,0.22472529,75.54148,18.364525,0,6.1330094,2.41E+07,15.46161,43.159534,14,77.6
25-05-1979,3.1619132,284.49362,309.40372,302.76483,297.0385,0.24243426,68.98362,19.825695,0,7.7085733,2.68E+07,13.694757,46.54727,14,77.6
26-05-1979,3.2326012,285.12982,308.81522,302.5868,297.32135,0.64393073,64.47429,21.224289,0,7.5767946,2.61E+07,14.159871,44.167503,14,77.6
27-05-1979,2.6631918,288.75174,309.0796,302.32437,297.48187,0.24593048,67.53591,26.12573,1.19,6.8533907,2.52E+07,17.931587,41.249283,14,77.6
28-05-1979,2.1880927,287.86252,308.98563,302.69733,296.3628,0.30818155,75.0161,24.597088,0.28,6.293037,2.40E+07,17.00563,41.870674,14,77.6
29-05-1979,2.5323195,290.39954,308.2443,302.4912,297.56982,0.60517544,81.295456,29.16984,0.05,6.2107763,2.29E+07,20.030397,36.490135,14,77.6
30-05-1979,2.573112,290.72266,308.94025,302.31314,297.95688,0.45643955,75.838715,28.123472,0.22,6.4219303,2.35E+07,20.410805,38.31885,14,77.6
31-05-1979,2.6118624,291.67065,307.8842,300.7455,296.16272,0.52729666,81.104866,35.924522,9.21,6.0070767,2.29E+07,21.652132,33.753876,14,77.6
01-06-1979,2.4211986,292.10895,306.1561,299.91858,295.89734,0.6280938,81.83378,38.004288,8.85,5.751683,2.38E+07,22.213917,28.104786,14,77.6
02-06-1979,2.7776127,292.49695,307.1501,300.65927,295.7679,0.2817568,88.05685,38.961452,2.01,6.2138505,2.52E+07,22.729498,30.46337,14,77.6
03-06-1979,2.523449,290.49686,307.96295,301.6416,295.85397,0.20069064,85.94929,33.609615,0.07,6.3270264,2.48E+07,20.06974,35.57839,14,77.6
04-06-1979,3.4147534,291.52533,309.2986,302.5417,296.95227,0.25527278,83.04419,30.44979,0.29,7.1254025,2.54E+07,21.440434,38.45572,14,77.6
05-06-1979,4.4967213,292.00385,308.57526,301.3584,296.89334,0.40146855,85.66477,32.24229,3.07,7.492364,2.52E+07,22.094625,35.467323,14,77.6
06-06-1979,3.801063,291.12012,308.435,301.4616,295.87592,0.5730931,88.04155,30.180637,0.39,7.136622,2.55E+07,20.904125,36.21446,14,77.6
07-06-1979,3.1786742,290.5225,308.33203,302.4533,296.56906,0.27643767,87.547485,31.657757,0.15,6.9158845,2.56E+07,20.116781,36.678207,14,77.6
08-06-1979,3.6172118,291.08377,308.7066,302.41174,297.2667,0.27079073,85.161865,32.920097,0.45,7.185134,2.53E+07,20.853306,37.12651,14,77.6
09-06-1979,3.700087,291.27066,308.50476,301.3806,296.61172,0.525772,78.30717,33.493694,3.3,7.090218,2.51E+07,21.082428,36.25631,14,77.6
10-06-1979,3.0987394,291.07538,306.84628,301.28482,296.71588,0.42184678,81.01219,35.911358,0.08,6.5988784,2.56E+07,20.812557,31.487114,14,77.6
11-06-1979,2.4342678,291.61975,307.85693,301.91092,297.4181,0.6465792,75.339676,35.40663,3.11,6.254541,2.46E+07,21.507147,33.815292,14,77.6
12-06-1979,2.5381844,292.17874,306.83017,300.4465,296.37347,0.66514474,80.946945,40.55254,11.07,5.966272,2.39E+07,22.272224,29.980453,14,77.6
13-06-1979,2.7784946,292.5567,307.13184,300.51944,295.5806,0.56635904,88.2395,40.133533,7.4,6.185065,2.52E+07,22.787807,30.351044,14,77.6
14-06-1979,3.166095,292.5178,305.6069,299.7018,296.08347,0.623202,83.84286,44.75696,9.21,5.9056153,2.36E+07,22.715424,26.073837,14,77.6
15-06-1979,3.9640036,290.6731,306.0997,300.43835,295.7255,0.41477424,77.51691,39.63921,0,6.709161,2.48E+07,20.227802,29.931961,14,77.6
16-06-1979,4.8359327,291.06662,306.15726,300.62592,296.01285,0.5589883,84.218544,40.801136,0.68,6.938827,2.39E+07,20.73758,29.584396,14,77.6
17-06-1979,5.7706103,290.5294,305.15747,299.6844,296.26202,0.76428795,79.72198,40.074116,0.54,6.7067537,1.98E+07,20.042639,27.525206,14,77.6
18-06-1979,5.453323,289.94736,305.54773,299.56985,295.55975,0.6558113,77.74575,39.340065,0.16,6.849689,2.10E+07,19.314169,29.312735,14,77.6
19-06-1979,4.883538,291.42154,303.89825,299.04285,295.2471,0.73519397,81.83923,47.40757,2.45,5.8164783,2.04E+07,21.206606,23.079435,14,77.6
20-06-1979,6.049671,291.66425,303.64346,298.97314,295.7409,0.94536453,83.77846,48.839622,2.13,5.4873514,1.52E+07,21.513086,22.13342,14,77.6
21-06-1979,6.0585256,291.5494,303.3876,298.28677,295.26514,0.9459419,88.33163,49.204384,1.25,5.7280345,1.81E+07,21.363344,21.64903,14,77.6
