valid_time,Wind_Speed_10m_Mean_24h,Temperature_Air_2m_Max_24h,Temperature_Air_2m_Mean_24h,Temperature_Air_2m_Min_24h,Cloud_Cover_Mean_24h,Derived_Relative_Humidity_2m_Max_24h,Derived_Relative_Humidity_2m_Min_24h,Precipitation_Flux,ReferenceET_PenmanMonteith_FAO56,Solar_Radiation_Flux,Vapour_Pressure_Mean_24h,Vapour_Pressure_Deficit_at_Maximum_Temperature,latitude,longitude
07-03-1986,3.3455224,305.7295,299.3865,292.50308,0.614998,86.206314,27.68962,0,6.3794703,2.47E+07,15.699518,33.42759,13.8,77.6
08-03-1986,3.0018485,305.70062,298.84882,292.1317,0.65192986,83.16909,22.033497,0,6.212853,2.42E+07,14.490427,34.556923,13.8,77.6
09-03-1986,3.7715154,306.37253,299.06955,291.60196,0.69428116,89.55566,15.915523,0,6.9547915,2.51E+07,13.599186,37.333588,13.8,77.6
10-03-1986,3.689045,304.58685,298.90775,292.59607,0.64891833,91.90766,26.731112,0,6.298849,2.42E+07,15.998256,30.057148,13.8,77.6
11-03-1986,3.0840826,305.79932,299.4655,292.03445,0.55524844,94.00062,27.853363,0.04,5.966477,2.35E+07,17.100903,32.219547,13.8,77.6
12-03-1986,2.2379313,306.0459,300.2199,294.01804,0.23568814,87.34558,21.834042,0,5.7818546,2.41E+07,16.17456,33.833954,13.8,77.6
13-03-1986,2.655864,306.74365,300.14102,293.58792,0.15335983,89.24506,19.113796,0,6.3237777,2.51E+07,14.751732,37.249146,13.8,77.6
14-03-1986,2.3221552,307.43332,300.11697,292.34482,0.121830806,87.75371,17.455242,0,6.2562795,2.57E+07,13.385136,40.652374,13.8,77.6
15-03-1986,2.7300386,308.47742,301.17096,293.38205,0.23723967,73.63686,13.924412,0,6.8499103,2.60E+07,12.465182,44.787174,13.8,77.6
16-03-1986,3.0395846,308.88278,302.1126,294.9852,0.15744743,68.462296,17.85588,0,7.182245,2.57E+07,13.017102,45.52739,13.8,77.6
17-03-1986,2.5551326,308.18115,302.1073,296.34164,0.41562918,51.215096,22.039705,0,6.480274,2.37E+07,13.698639,42.625065,13.8,77.6
18-03-1986,2.2796469,307.84286,301.89734,296.02927,0.51676244,70.95536,19.278944,0,6.0388007,2.27E+07,14.740683,40.538666,13.8,77.6
19-03-1986,2.569094,307.79703,302.3053,295.9024,0.23918918,67.251,21.579716,0,6.3804393,2.33E+07,13.919617,41.219536,13.8,77.6
20-03-1986,2.414203,306.9529,302.24512,297.00305,0.2996169,57.716614,24.13063,0,5.9970417,2.16E+07,14.200377,38.41131,13.8,77.6
21-03-1986,2.673417,308.48438,302.20236,295.92297,0.110216506,66.722855,19.499678,0,6.8298554,2.55E+07,13.848276,43.42605,13.8,77.6
22-03-1986,3.0612013,307.8891,302.60098,296.2628,0.32471487,61.344555,18.0699,0,6.8801994,2.34E+07,13.368576,42.052486,13.8,77.6
23-03-1986,2.8682702,308.39267,302.391,295.049,0.14203238,72.223335,16.240906,0,7.0325856,2.57E+07,12.834631,44.150757,13.8,77.6
24-03-1986,2.6127994,308.39114,302.58228,295.3685,0.24652463,58.68339,19.522635,0,6.74536,2.50E+07,12.756901,44.22369,13.8,77.6
25-03-1986,3.1936834,308.5868,302.70667,296.47348,0.45684108,52.899864,16.886703,0,7.5026193,2.63E+07,12.222956,45.375572,13.8,77.6
26-03-1986,3.1694362,308.39917,301.65405,294.66663,0.17169335,61.28192,14.684724,0,7.404047,2.65E+07,12.173937,44.83188,13.8,77.6
27-03-1986,3.2076447,309.05334,301.60324,293.81516,0.5356825,82.49752,12.848324,0,7.4800754,2.68E+07,12.970322,46.125328,13.8,77.6
28-03-1986,3.0024216,308.91885,301.71027,293.64554,0.048996825,79.247116,13.290425,0,7.371204,2.69E+07,11.66754,46.99314,13.8,77.6
29-03-1986,2.668797,310.14246,302.91138,295.68347,0.124954686,50.18919,15.551576,0,7.1544495,2.65E+07,11.315438,51.40696,13.8,77.6
30-03-1986,2.353113,307.35843,301.3719,295.02692,0.15638943,82.54549,24.91214,0,6.0470333,2.31E+07,15.841222,37.97182,13.8,77.6
31-03-1986,2.7106643,308.70383,302.1343,294.8664,0.14919606,69.25143,18.926826,0,6.9453692,2.58E+07,13.782353,44.18862,13.8,77.6
01-04-1986,2.2061975,307.83612,302.09952,295.90796,0.18568608,62.93829,19.503454,0,6.375937,2.51E+07,13.53553,41.72316,13.8,77.6
02-04-1986,2.63418,308.78275,302.50748,296.09375,0.07184557,61.550964,18.679928,0,7.067274,2.66E+07,13.266386,44.956894,13.8,77.6
03-04-1986,2.871221,308.5685,302.18518,295.49155,0.11083798,74.76569,14.148436,0,7.0709295,2.57E+07,13.600196,43.940353,13.8,77.6
04-04-1986,3.1605837,308.51678,301.97116,295.22665,0.433238,80.87432,14.190247,0,7.455882,2.70E+07,13.368139,44.008606,13.8,77.6
05-04-1986,3.1865845,308.7279,301.92972,294.54294,0.07251354,65.48074,11.138079,0,7.639758,2.72E+07,11.194422,46.853424,13.8,77.6
06-04-1986,2.873059,308.61343,301.2489,292.5774,0.2903877,65.48508,13.660551,0,7.3062363,2.74E+07,11.043305,46.63983,13.8,77.6
07-04-1986,2.7080338,308.93976,301.77725,293.8389,0.062342357,74.24543,14.079383,0,7.0857487,2.69E+07,13.377396,45.35069,13.8,77.6
08-04-1986,2.8747282,308.82602,302.39786,295.10254,0.14623901,76.63733,15.277449,0,7.0399036,2.52E+07,13.68769,44.67436,13.8,77.6
09-04-1986,3.0334468,309.25208,302.56772,295.5623,0.14829963,69.42575,15.872231,0,7.388847,2.62E+07,13.517432,46.2261,13.8,77.6
10-04-1986,2.476574,309.2151,303.10678,296.05603,0.26706746,55.346737,16.977478,0,6.730368,2.45E+07,13.497127,46.12535,13.8,77.6
11-04-1986,3.0653489,309.32214,303.55887,297.0208,0.2674318,62.207607,15.752859,0,7.558932,2.63E+07,12.759016,47.21441,13.8,77.6
12-04-1986,3.0611165,309.4742,303.06396,296.36212,0.0658164,56.70267,16.763885,0,7.6501927,2.68E+07,11.892112,48.58289,13.8,77.6
13-04-1986,2.727492,309.5967,302.9757,295.7371,0.05696038,56.677197,14.255837,0,7.3470006,2.70E+07,12.248243,48.63343,13.8,77.6
14-04-1986,3.0047312,309.20825,302.68814,295.4972,0.09719049,78.664604,16.21907,0,7.1895046,2.52E+07,14.568388,45.031754,13.8,77.6
15-04-1986,2.628666,309.51028,303.0546,296.3692,0.09839455,63.26301,17.681046,0,7.1645617,2.66E+07,13.791995,46.80252,13.8,77.6
16-04-1986,2.6568248,309.31607,303.16962,296.34198,0.15419862,70.4076,18.649908,0,7.1070166,2.61E+07,13.918429,46.035034,13.8,77.6
17-04-1986,1.9390749,309.79373,303.35156,296.7611,0.26580673,57.510284,25.06399,0.23,6.326975,2.50E+07,16.870241,44.670486,13.8,77.6
18-04-1986,2.3972058,308.75766,302.26813,297.48132,0.41732448,64.38541,25.754284,2.34,6.29878,2.31E+07,18.170692,39.97228,13.8,77.6
19-04-1986,1.4784651,308.70593,303.33685,297.0853,0.39121506,71.35464,24.19174,0.99,5.6325192,2.35E+07,18.327856,39.649826,13.8,77.6
20-04-1986,2.5015287,309.1763,303.10544,297.14865,0.2337248,75.889015,18.478132,0,6.813474,2.53E+07,15.956333,43.539455,13.8,77.6
21-04-1986,3.0299222,309.65628,303.60303,296.84317,0.17906415,68.852,15.586798,0,7.521943,2.64E+07,14.342915,46.737373,13.8,77.6
22-04-1986,2.2318604,309.72787,302.5196,296.96558,0.24156933,68.279434,17.438982,0,6.642855,2.50E+07,14.906421,46.413322,13.8,77.6
23-04-1986,2.109192,307.93045,302.33365,296.49237,0.23563048,62.538063,23.492493,0,6.343514,2.51E+07,14.798784,40.749336,13.8,77.6
24-04-1986,1.4819723,309.03885,303.14154,296.6963,0.22759737,62.91123,21.16263,0,5.809429,2.44E+07,15.505852,43.5428,13.8,77.6
25-04-1986,2.3018026,308.72128,302.9088,296.7622,0.23087887,57.160404,21.961107,0,6.492725,2.45E+07,15.433317,42.593384,13.8,77.6
26-04-1986,1.9961681,308.46503,302.80847,297.56393,0.5335501,72.40044,25.105015,0.02,6.2473807,2.48E+07,17.403719,39.809532,13.8,77.6
27-04-1986,1.8634502,307.66895,302.27615,296.89148,0.42432305,63.859707,24.281073,0.94,5.871918,2.38E+07,17.822472,36.926502,13.8,77.6
28-04-1986,2.3013978,308.25452,301.18204,296.45013,0.5262961,74.88178,31.347782,2.57,6.088825,2.35E+07,20.022572,36.529873,13.8,77.6
29-04-1986,2.2671013,308.29367,302.54895,296.3189,0.28773203,82.34423,23.004393,0,6.264617,2.43E+07,18.179453,38.495415,13.8,77.6
30-04-1986,2.3655226,307.43555,302.40985,297.27682,0.39851725,69.557175,29.601149,0.03,5.954768,2.20E+07,18.330227,35.71395,13.8,77.6
01-05-1986,2.0096407,307.16156,301.27026,295.75073,0.8137138,77.42052,34.1578,4.85,5.7041316,2.28E+07,21.343838,31.883018,13.8,77.6
02-05-1986,1.5833274,306.98578,301.0188,295.94342,0.88585407,88.257774,30.722347,4.6,5.6113386,2.46E+07,20.974611,31.733553,13.8,77.6
03-05-1986,1.7298383,308.8947,302.44995,296.6343,0.7127899,81.37351,25.196154,0,5.954485,2.43E+07,18.078714,40.504173,13.8,77.6
04-05-1986,2.5216782,308.75363,301.9738,295.38217,0.89203596,84.73518,22.627165,0.4,6.315611,2.32E+07,17.81275,40.317345,13.8,77.6
05-05-1986,2.145697,308.9589,301.74237,296.82697,0.7307281,70.34985,29.528004,4.65,6.27489,2.46E+07,19.606504,39.18338,13.8,77.6
06-05-1986,2.4931989,309.3961,302.0219,295.93274,0.2566386,77.6661,26.767244,1.08,6.392583,2.39E+07,19.892462,40.32441,13.8,77.6
07-05-1986,2.7021651,308.29874,302.3603,296.33813,0.2313857,78.76236,21.825891,0,6.709135,2.48E+07,16.722195,39.968525,13.8,77.6
08-05-1986,3.461698,309.28607,302.49002,296.0961,0.22459029,87.14216,20.260494,0,7.28289,2.37E+07,16.352968,43.50199,13.8,77.6
09-05-1986,4.0928297,308.81714,301.89346,295.29898,0.1594716,84.2431,19.767063,0,7.883741,2.58E+07,16.048721,42.28481,13.8,77.6
10-05-1986,3.5660212,307.70428,301.6955,295.72717,0.18542612,80.52702,23.294264,0,7.3260093,2.54E+07,16.100605,38.75578,13.8,77.6
11-05-1986,3.09951,308.13995,301.7998,295.6119,0.21389985,75.47604,26.015047,0.31,7.0239873,2.58E+07,17.128702,39.066902,13.8,77.6
12-05-1986,2.9265935,309.24246,302.65045,296.47925,0.2650634,76.668304,22.792519,0.29,7.0829773,2.49E+07,15.958715,43.75334,13.8,77.6
13-05-1986,2.9123118,309.64197,302.78287,296.97992,0.264588,74.33668,23.479206,0.03,7.1049423,2.45E+07,16.110682,44.92183,13.8,77.6
14-05-1986,2.5965436,309.05197,302.16357,297.08203,0.26115155,74.07252,22.63647,2.48,6.638807,2.44E+07,18.497822,40.593384,13.8,77.6
15-05-1986,3.6094735,307.948,301.12292,296.37335,0.26193064,78.42351,26.50377,1.08,6.973044,2.43E+07,19.481245,36.12085,13.8,77.6
16-05-1986,4.1077185,308.92346,302.4444,296.1313,0.26481417,87.8284,23.791325,0,7.7284565,2.57E+07,18.25503,40.420486,13.8,77.6
17-05-1986,4.5880227,309.21075,302.54605,296.1291,0.21184982,81.52103,24.288841,0.08,8.248877,2.63E+07,17.429588,42.178726,13.8,77.6
18-05-1986,4.935524,309.85248,302.57278,295.53375,0.11352263,84.34939,19.223717,0,8.574516,2.63E+07,17.232634,44.505783,13.8,77.6
19-05-1986,5.4861755,308.26773,301.75955,295.0968,0.40989068,84.40534,26.267595,0,8.434505,2.67E+07,17.766235,38.827503,13.8,77.6
20-05-1986,4.5171866,308.47455,302.0297,295.25327,0.6688953,81.96167,27.902729,0,7.7862406,2.54E+07,18.04262,39.200676,13.8,77.6
21-05-1986,3.8417933,309.14288,302.62756,296.22025,0.37576494,82.0096,23.97304,0,7.6478286,2.54E+07,17.513872,41.872932,13.8,77.6
22-05-1986,2.3301294,308.71237,303.20667,296.92923,0.51760375,77.414,22.688978,0.06,6.6716723,2.57E+07,15.986588,42.01166,13.8,77.6
23-05-1986,2.8506317,309.7876,303.2521,297.47952,0.60027957,66.70465,22.48658,0.1,7.156983,2.51E+07,16.390574,45.12953,13.8,77.6
24-05-1986,3.0573554,309.1533,303.28687,297.70633,0.26934397,68.35086,22.107227,0.09,7.300788,2.50E+07,15.179123,44.2416,13.8,77.6
25-05-1986,3.2864208,309.31424,302.90433,297.00665,0.2911166,70.66711,23.143854,0.04,7.2956896,2.44E+07,16.44967,43.49778,13.8,77.6
26-05-1986,3.4429815,309.5395,303.1745,297.00012,0.23645595,78.460556,24.580347,0.02,7.340487,2.44E+07,17.89888,42.792522,13.8,77.6
27-05-1986,2.9685788,309.18802,303.04202,296.5722,0.24859346,80.69824,23.216553,0.05,7.064207,2.51E+07,17.250086,42.28395,13.8,77.6
28-05-1986,3.9110777,309.3778,302.8427,297.3921,0.29807755,74.63676,22.020575,0.06,7.8368053,2.48E+07,16.759619,43.396965,13.8,77.6
29-05-1986,2.9521387,307.9903,301.83954,296.40732,0.35006407,77.82451,24.910162,0.09,6.9436803,2.56E+07,17.041203,38.691196,13.8,77.6
30-05-1986,2.0657046,307.3198,299.78772,295.3363,0.32777217,87.29703,32.587494,6.95,5.840492,2.39E+07,19.388042,34.309536,13.8,77.6
31-05-1986,1.9809917,306.1627,298.97983,295.2823,0.75764227,87.420616,38.264126,16.76,5.2615747,2.18E+07,21.497631,28.839684,13.8,77.6
01-06-1986,1.5467873,305.3977,299.05063,295.2076,0.70299846,93.67395,46.7669,7.82,4.8384676,2.13E+07,22.796888,25.420492,13.8,77.6
02-06-1986,2.05724,306.1192,300.80014,295.49527,0.41490647,92.53972,42.001114,0.7,5.5657096,2.36E+07,21.387634,28.827023,13.8,77.6
03-06-1986,2.7685993,305.90067,299.87988,296.134,0.32459557,83.13548,39.135204,0.25,6.1176043,2.42E+07,19.848764,29.7535,13.8,77.6
04-06-1986,3.2366955,304.43338,299.06396,294.6148,0.6335429,88.101204,43.892635,1.46,5.917161,2.41E+07,20.273907,25.381927,13.8,77.6
05-06-1986,3.3651812,305.02194,299.73538,294.67386,0.40675208,89.24618,44.227905,0.12,5.8832445,2.36E+07,21.343468,25.86132,13.8,77.6
06-06-1986,3.4234047,306.2301,299.528,295.043,0.48858812,93.96167,43.203518,4.82,5.947339,2.26E+07,22.082428,28.445518,13.8,77.6
07-06-1986,2.436391,306.75665,300.64883,294.95712,0.22568846,92.43024,39.246647,2.03,6.04702,2.55E+07,21.70681,30.331848,13.8,77.6
08-06-1986,3.1556416,305.8846,300.98053,295.827,0.5014879,87.71824,41.91738,0.67,6.315534,2.52E+07,21.006983,28.55055,13.8,77.6
09-06-1986,4.681098,306.17188,299.95862,296.1418,0.87679166,80.72995,38.67823,2.22,7.040201,2.39E+07,19.683867,30.679377,13.8,77.6
10-06-1986,4.2468095,305.573,300.02145,295.12302,0.76756465,83.54887,39.572517,0.23,6.793433,2.51E+07,19.48052,29.215654,13.8,77.6
11-06-1986,4.3953943,306.73685,300.03748,295.2364,0.6033564,86.467476,37.36647,0.23,6.8735156,2.35E+07,19.740946,32.24019,13.8,77.6
12-06-1986,3.9310412,307.13278,300.70755,295.29758,0.80147475,86.34661,36.89148,1.93,6.3960238,2.26E+07,21.691013,31.450634,13.8,77.6
13-06-1986,3.265613,305.78067,299.2068,295.5559,0.8837088,91.74736,46.793823,11.49,5.5106893,2.11E+07,23.25825,26.010515,13.8,77.6
14-06-1986,3.1127114,303.8696,299.07303,295.47003,0.8756925,87.98912,49.211414,2.33,4.7279525,1.73E+07,21.97779,22.235928,13.8,77.6
15-06-1986,3.6230798,304.487,299.1519,295.94574,0.9176189,87.15896,44.693832,1.18,5.0722747,1.67E+07,21.27677,24.518324,13.8,77.6
16-06-1986,5.74146,303.80768,298.1206,294.61203,0.93395513,85.698845,43.76928,0.05,6.1293893,1.91E+07,19.479488,24.578278,13.8,77.6
17-06-1986,6.040788,302.5199,297.48788,294.97906,0.932215,84.83085,48.86967,1.15,4.940683,1.17E+07,20.204504,20.716543,13.8,77.6
18-06-1986,5.787391,303.67487,298.05634,295.11057,0.8906091,80.17417,43.829338,0.95,5.5667453,1.41E+07,19.593994,24.130886,13.8,77.6
19-06-1986,6.3982544,302.77472,297.99744,295.56815,0.9325355,84.80888,48.368835,1.59,5.921273,1.80E+07,20.280727,21.245102,13.8,77.6
20-06-1986,5.933817,300.32538,296.95276,294.77576,0.9379551,88.296364,57.20129,5.88,4.151431,1.12E+07,20.80913,15.212763,13.8,77.6
21-06-1986,6.323591,301.5254,298.16724,295.31485,0.86483693,81.166214,51.625393,0.96,4.9945583,1.36E+07,20.423943,18.209473,13.8,77.6
22-06-1986,5.6782618,302.88644,298.75168,295.38297,0.91560256,80.26552,47.77255,0.11,5.512195,1.61E+07,20.157978,21.635471,13.8,77.6
23-06-1986,5.8491044,302.09262,298.23404,294.7308,0.90296257,84.9286,50.856937,0.41,5.391734,1.77E+07,20.484203,19.439953,13.8,77.6
24-06-1986,6.6006618,301.77002,298.07883,295.3514,0.93189496,83.16728,51.551228,0.81,5.510938,1.67E+07,20.37137,18.814173,13.8,77.6
25-06-1986,5.9854813,303.6346,298.7971,295.29272,0.8974049,84.312256,45.422665,0.35,5.685032,1.51E+07,20.014894,23.609537,13.8,77.6
26-06-1986,5.4406476,303.65762,299.02576,295.65067,0.94061285,83.562874,45.575745,0.13,5.337751,1.34E+07,20.093475,23.58836,13.8,77.6
27-06-1986,5.048715,302.6238,298.72342,295.14343,0.9410108,81.686646,48.593815,0.82,5.366122,1.73E+07,20.184809,20.98194,13.8,77.6
28-06-1986,5.237414,301.8057,297.4527,295.0554,0.8771298,85.206825,50.23375,1.65,5.0964437,1.66E+07,20.402575,18.864069,13.8,77.6
29-06-1986,5.6372375,302.29834,298.10272,294.3355,0.93377364,87.09603,47.533913,0.07,5.3164,1.57E+07,19.380524,21.020927,13.8,77.6
30-06-1986,5.024215,303.45404,297.96893,294.7159,0.8993004,84.50538,44.882034,0.49,5.470685,1.63E+07,19.553617,23.62263,13.8,77.6
01-07-1986,4.268341,303.99985,298.65637,295.0648,0.9341109,87.387596,46.175358,1.67,5.2836757,1.73E+07,20.72326,23.820059,13.8,77.6
02-07-1986,3.1907973,304.52567,298.72723,294.23404,0.82112694,94.855156,44.641598,1.48,5.137866,1.95E+07,21.155958,24.739794,13.8,77.6
03-07-1986,2.537577,304.98288,299.5926,294.95865,0.7199162,91.33479,40.7959,1.43,5.1862445,2.08E+07,21.352568,25.748014,13.8,77.6
04-07-1986,3.7313147,305.49396,300.07404,295.93253,0.64175963,89.265724,38.085213,0.07,6.4141216,2.37E+07,19.809324,28.670446,13.8,77.6
05-07-1986,4.9371753,304.15887,299.30228,295.19672,0.93438756,88.79862,43.726734,0.1,6.058955,2.00E+07,19.843231,25.105404,13.8,77.6
06-07-1986,5.1762056,303.86285,299.0347,294.93872,0.80964726,88.9004,43.949745,0.23,6.032244,1.97E+07,19.720827,24.475878,13.8,77.6
07-07-1986,5.8192925,303.939,298.52237,294.88223,0.9410448,86.11769,40.611122,0.13,6.5807323,2.12E+07,18.950796,25.438272,13.8,77.6
08-07-1986,5.377113,302.04636,298.16388,294.76447,0.7780912,83.65944,47.871296,0.13,5.46827,1.74E+07,19.219597,20.5979,13.8,77.6
09-07-1986,4.9427395,303.94797,298.6159,294.2779,0.6071651,87.84676,39.884087,0.03,5.9657993,1.95E+07,19.05891,25.352879,13.8,77.6
10-07-1986,4.510609,304.98117,298.93823,294.04242,0.7847485,87.50404,38.472187,0,6.0129795,1.91E+07,18.642994,28.45303,13.8,77.6
11-07-1986,4.862259,304.82465,298.95294,294.23953,0.8540053,91.02792,41.697468,0.36,6.1297245,2.02E+07,19.633974,27.046545,13.8,77.6
12-07-1986,4.8601003,305.4059,299.28458,294.54312,0.9383605,92.18892,40.402477,1.26,6.326184,2.19E+07,20.784475,27.455248,13.8,77.6
13-07-1986,5.6639795,302.8059,297.7236,295.13876,0.9353995,88.8577,48.52036,2.38,5.64258,1.80E+07,20.320707,21.27968,13.8,77.6
14-07-1986,5.3121614,301.84302,296.24026,293.7327,0.9425154,88.69322,52.114605,3.16,4.900915,1.55E+07,20.641735,18.709888,13.8,77.6
15-07-1986,6.3774133,300.20004,296.48764,293.6421,0.9454326,89.64616,54.94532,0.55,4.8317757,1.62E+07,19.785566,15.972662,13.8,77.6
16-07-1986,6.4153686,300.70154,296.8554,294.75873,0.95085216,86.589195,54.525524,0.95,4.770521,1.38E+07,20.218264,16.60518,13.8,77.6
17-07-1986,6.50573,299.95358,296.52097,294.50296,0.95125014,90.11451,59.215046,6.65,4.423596,1.32E+07,20.989119,14.2555065,13.8,77.6
18-07-1986,6.9077115,299.88568,296.7149,294.33087,0.91973794,85.74155,55.5999,0.7,4.874269,1.49E+07,19.654413,15.449846,13.8,77.6
19-07-1986,6.6563888,302.11517,297.4291,294.3559,0.8143285,84.661156,48.580227,0.92,5.9353733,1.94E+07,19.54476,20.431475,13.8,77.6
20-07-1986,6.5256605,302.65213,297.65643,294.553,0.9448863,87.73252,49.574425,0.53,5.332221,1.49E+07,20.564453,20.669472,13.8,77.6
21-07-1986,6.626072,300.2891,296.78168,294.63235,0.95284194,87.33162,54.80323,0.5,4.8511906,1.42E+07,19.832703,16.11269,13.8,77.6
22-07-1986,6.696334,301.76538,297.1588,294.42188,0.9532399,83.20599,49.447628,0.41,5.0376725,1.19E+07,19.493351,19.681656,13.8,77.6
23-07-1986,6.2138715,301.8142,297.61084,294.77298,0.9070541,82.414444,50.155235,0.39,5.13283,1.38E+07,19.818756,19.46725,13.8,77.6
24-07-1986,5.480255,302.0765,297.68033,294.89072,0.7856896,82.59188,48.60868,0.73,5.288124,1.59E+07,19.517689,20.369297,13.8,77.6
25-07-1986,4.6259594,303.0897,297.99466,293.9375,0.6928763,87.07094,46.04506,0.34,5.2966123,1.75E+07,19.589882,22.694237,13.8,77.6
26-07-1986,4.4248843,303.6355,298.2969,293.74515,0.94183767,91.84462,45.643696,0.2,5.326532,1.81E+07,20.025759,23.600878,13.8,77.6
27-07-1986,3.9625208,302.7805,298.29016,293.9785,0.94603634,89.9844,44.96981,0.01,5.0406766,1.72E+07,19.202677,22.336943,13.8,77.6
28-07-1986,4.024892,304.3874,299.05386,294.20712,0.791099,87.72042,39.108044,0.54,6.180043,2.25E+07,18.330547,27.206131,13.8,77.6
29-07-1986,4.0147586,304.50784,298.35428,293.52563,0.8653942,88.3518,38.741917,0.32,6.0251913,2.17E+07,18.508017,27.34131,13.8,77.6
30-07-1986,3.6729894,303.706,298.59097,293.9492,0.80325335,91.63635,42.763393,0.2,5.712558,2.22E+07,19.48423,24.318478,13.8,77.6
31-07-1986,3.0396993,301.4516,296.88824,294.51553,0.9405291,88.81581,51.843117,0.84,4.560129,1.80E+07,20.044527,18.423674,13.8,77.6
01-08-1986,3.051823,300.78998,296.38797,294.02863,0.9233093,92.59504,56.956627,4.52,3.962975,1.57E+07,21.22053,15.793604,13.8,77.6
02-08-1986,3.996396,302.63773,297.5235,293.9721,0.8737646,93.21264,50.586193,2.35,4.6272535,1.61E+07,20.904696,20.29505,13.8,77.6
03-08-1986,4.6696305,302.16443,296.56177,293.70728,0.8632459,95.39501,50.467968,2.24,4.526549,1.47E+07,20.795044,19.295155,13.8,77.6
04-08-1986,5.726907,302.8668,296.47348,293.9812,0.9505958,90.99881,49.845634,6.34,5.1976485,1.65E+07,20.893932,20.852333,13.8,77.6
05-08-1986,6.5307865,300.57693,296.56036,294.02435,0.9493143,88.73626,55.39987,1.35,4.7249784,1.47E+07,20.334455,16.221773,13.8,77.6
06-08-1986,7.0152383,301.05115,296.97495,294.59717,0.95436954,88.08657,53.649117,0.89,5.2731833,1.64E+07,20.241928,17.340366,13.8,77.6
07-08-1986,6.934673,299.22794,296.4265,294.62912,0.9476517,83.78494,60.608665,0.89,4.337334,1.31E+07,20.53862,13.230968,13.8,77.6
08-08-1986,6.8262024,301.80304,297.431,294.80338,0.9405088,87.03599,51.476044,4.21,5.106147,1.32E+07,20.288588,18.972006,13.8,77.6
09-08-1986,7.197951,300.86826,296.91864,294.41177,0.95310485,84.390816,51.34113,0.46,5.5382967,1.68E+07,19.187954,17.995686,13.8,77.6
10-08-1986,6.4664083,300.20593,296.30603,294.31433,0.9573204,86.7282,56.285275,1.38,4.4742184,1.27E+07,20.205631,15.564934,13.8,77.6
11-08-1986,6.45619,299.06805,295.75494,294.08356,0.9577184,86.281456,63.830917,5.46,3.8978405,1.26E+07,21.388025,12.06389,13.8,77.6
12-08-1986,6.7095027,298.12442,294.92426,293.3159,0.9577352,97.453384,67.386665,9.37,3.163486,9.57E+06,21.33378,10.295776,13.8,77.6
13-08-1986,6.8723693,298.85333,295.2573,293.25467,0.957752,96.102425,63.212914,5.25,3.7042246,1.16E+07,20.91585,12.113546,13.8,77.6
14-08-1986,6.198881,301.64923,296.85962,293.77573,0.8023999,89.66487,50.79614,0.44,5.2611938,1.70E+07,19.834358,19.07771,13.8,77.6
15-08-1986,4.9749107,301.6079,296.84622,293.48807,0.78350055,87.84538,51.27178,0.37,4.7828918,1.62E+07,19.976725,18.842176,13.8,77.6
16-08-1986,4.353829,302.43658,297.69952,293.5968,0.8548954,87.3281,49.42482,0.08,4.8660502,1.70E+07,20.180891,20.544096,13.8,77.6
17-08-1986,4.494438,302.55634,297.7396,293.2686,0.869171,94.509056,44.30242,0.15,5.3202047,2.03E+07,20.066042,20.941011,13.8,77.6
18-08-1986,4.637206,302.39023,297.80112,293.40665,0.82216233,92.84601,48.665108,0.18,5.359159,2.01E+07,19.829954,20.786299,13.8,77.6
19-08-1986,4.779889,301.3757,297.05338,293.37048,0.95821726,92.27198,50.110085,0.21,4.944855,1.75E+07,19.354599,18.944317,13.8,77.6
20-08-1986,5.003053,302.1755,297.07745,293.735,0.94479823,87.904144,48.61263,0.04,4.883216,1.50E+07,19.558764,20.557112,13.8,77.6
21-08-1986,4.994993,300.93945,297.07874,293.36365,0.64082867,88.75817,51.48757,0.08,5.0513287,1.87E+07,19.293964,18.044418,13.8,77.6
22-08-1986,4.595085,302.54565,297.56158,292.53253,0.863377,91.10501,43.98584,0,5.3245597,1.87E+07,18.502775,22.479052,13.8,77.6
23-08-1986,3.5397146,302.435,297.72202,293.18945,0.665198,90.748505,45.598454,0.02,5.143985,1.98E+07,18.675047,22.04621,13.8,77.6
24-08-1986,2.1951497,303.11075,298.4202,293.61737,0.7810991,92.12125,46.61872,0.3,4.6642766,1.99E+07,20.008558,22.326677,13.8,77.6
25-08-1986,2.3478825,303.04437,298.6181,294.89453,0.70469946,89.39096,48.242622,0.62,4.886856,2.06E+07,20.375425,21.798841,13.8,77.6
26-08-1986,3.284564,302.78967,298.1085,294.43478,0.6534921,89.94092,46.251213,0.44,5.2539697,2.06E+07,19.316257,22.245304,13.8,77.6
27-08-1986,2.9147208,303.00388,298.12183,293.40225,0.8244182,90.84592,42.23081,0.05,5.225827,2.08E+07,17.936058,24.140274,13.8,77.6
28-08-1986,2.6353233,303.67307,298.2074,293.05814,0.8706208,93.03342,37.789257,0.06,5.3316884,2.18E+07,17.55641,26.163988,13.8,77.6
29-08-1986,2.3258612,304.06522,298.9524,293.93893,0.9176631,87.710396,40.74066,0.08,5.2234063,2.17E+07,18.344389,26.365152,13.8,77.6
30-08-1986,2.6817434,304.4508,299.169,294.1879,0.54065293,87.391716,37.160084,0,5.663303,2.27E+07,17.489384,28.21167,13.8,77.6
31-08-1986,2.0406463,304.42578,299.08072,293.53793,0.45041943,87.190216,35.795357,0,5.2483034,2.24E+07,17.324667,28.311457,13.8,77.6
